iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
HKG,Asia,Hong Kong,29/9/2021,12214,5,6.714,213,0,0,1617.149,0.662,0.889,28.201,0,0,
HKG,Asia,Hong Kong,30/9/2021,12217,3,6.857,213,0,0,1617.546,0.397,0.908,28.201,0,0,
HKG,Asia,Hong Kong,1/10/2021,12221,4,6.429,213,0,0,1618.075,0.53,0.851,28.201,0,0,
HKG,Asia,Hong Kong,2/10/2021,12226,5,5.857,213,0,0,1618.737,0.662,0.775,28.201,0,0,
HKG,Asia,Hong Kong,3/10/2021,12226,0,4.714,213,0,0,1618.737,0,0.624,28.201,0,0,
HKG,Asia,Hong Kong,4/10/2021,12230,4,4.857,213,0,0,1619.267,0.53,0.643,28.201,0,0,
HKG,Asia,Hong Kong,5/10/2021,12237,7,4,213,0,0,1620.194,0.927,0.53,28.201,0,0,
HKG,Asia,Hong Kong,6/10/2021,12243,6,4.143,213,0,0,1620.988,0.794,0.549,28.201,0,0,
HKG,Asia,Hong Kong,7/10/2021,12251,8,4.857,213,0,0,1622.047,1.059,0.643,28.201,0,0,
HKG,Asia,Hong Kong,8/10/2021,12253,2,4.571,213,0,0,1622.312,0.265,0.605,28.201,0,0,
HKG,Asia,Hong Kong,9/10/2021,12230,,,213,0,0,1619.267,,,28.201,0,0,
HKG,Asia,Hong Kong,10/10/2021,12261,31,,213,0,0,1623.371,4.104,,28.201,0,0,
HKG,Asia,Hong Kong,11/10/2021,12268,7,,213,0,0,1624.298,0.927,,28.201,0,0,
HKG,Asia,Hong Kong,12/10/2021,12272,4,,213,0,0,1624.828,0.53,,28.201,0,0,
HKG,Asia,Hong Kong,13/10/2021,12275,3,,213,0,0,1625.225,0.397,,28.201,0,0,
HKG,Asia,Hong Kong,14/10/2021,12276,1,,213,0,0,1625.357,0.132,,28.201,0,0,
HKG,Asia,Hong Kong,15/10/2021,12285,9,,213,0,0,1626.549,1.192,,28.201,0,0,
HKG,Asia,Hong Kong,16/10/2021,12291,6,8.714,213,0,0,1627.344,0.794,1.154,28.201,0,0,
HKG,Asia,Hong Kong,17/10/2021,12294,3,4.714,213,0,0,1627.741,0.397,0.624,28.201,0,0,
HKG,Asia,Hong Kong,18/10/2021,12299,5,4.429,213,0,0,1628.403,0.662,0.586,28.201,0,0,
HKG,Asia,Hong Kong,19/10/2021,12301,2,4.143,213,0,0,1628.668,0.265,0.549,28.201,0,0,
HKG,Asia,Hong Kong,20/10/2021,12305,4,4.286,213,0,0,1629.197,0.53,0.567,28.201,0,0,
HKG,Asia,Hong Kong,21/10/2021,12311,6,5,213,0,0,1629.992,0.794,0.662,28.201,0,0,
HKG,Asia,Hong Kong,22/10/2021,12313,2,4,213,0,0,1630.256,0.265,0.53,28.201,0,0,
HKG,Asia,Hong Kong,23/10/2021,12319,6,4,213,0,0,1631.051,0.794,0.53,28.201,0,0,
HKG,Asia,Hong Kong,24/10/2021,12323,4,4.143,213,0,0,1631.58,0.53,0.549,28.201,0,0,
HKG,Asia,Hong Kong,25/10/2021,12327,4,4,213,0,0,1632.11,0.53,0.53,28.201,0,0,
HKG,Asia,Hong Kong,26/10/2021,12330,3,4.143,213,0,0,1632.507,0.397,0.549,28.201,0,0,
HKG,Asia,Hong Kong,27/10/2021,12335,5,4.286,213,0,0,1633.169,0.662,0.567,28.201,0,0,
HKG,Asia,Hong Kong,28/10/2021,12337,2,3.714,213,0,0,1633.434,0.265,0.492,28.201,0,0,
HKG,Asia,Hong Kong,29/10/2021,12342,5,4.143,213,0,0,1634.096,0.662,0.549,28.201,0,0,
HKG,Asia,Hong Kong,30/10/2021,12345,3,3.714,213,0,0,1634.493,0.397,0.492,28.201,0,0,
HKG,Asia,Hong Kong,31/10/2021,12346,1,3.286,213,0,0,1634.626,0.132,0.435,28.201,0,0,
HKG,Asia,Hong Kong,1/11/2021,12347,1,2.857,213,0,0,1634.758,0.132,0.378,28.201,0,0,
HKG,Asia,Hong Kong,2/11/2021,12349,2,2.714,213,0,0,1635.023,0.265,0.359,28.201,0,0,
HKG,Asia,Hong Kong,3/11/2021,12352,3,2.429,213,0,0,1635.42,0.397,0.322,28.201,0,0,
HKG,Asia,Hong Kong,4/11/2021,12359,7,3.143,213,0,0,1636.347,0.927,0.416,28.201,0,0,
HKG,Asia,Hong Kong,5/11/2021,12360,1,2.571,213,0,0,1636.479,0.132,0.34,28.201,0,0,
HKG,Asia,Hong Kong,6/11/2021,12367,7,3.143,213,0,0,1637.406,0.927,0.416,28.201,0,0,
HKG,Asia,Hong Kong,7/11/2021,12368,1,3.143,213,0,0,1637.538,0.132,0.416,28.201,0,0,
HKG,Asia,Hong Kong,8/11/2021,12368,0,3,213,0,0,1637.538,0,0.397,28.201,0,0,
HKG,Asia,Hong Kong,9/11/2021,12369,1,2.857,213,0,0,1637.671,0.132,0.378,28.201,0,0,
HKG,Asia,Hong Kong,10/11/2021,12374,5,3.143,213,0,0,1638.333,0.662,0.416,28.201,0,0,
HKG,Asia,Hong Kong,11/11/2021,12377,3,2.571,213,0,0,1638.73,0.397,0.34,28.201,0,0,
HKG,Asia,Hong Kong,12/11/2021,12378,1,2.571,213,0,0,1638.862,0.132,0.34,28.201,0,0,
HKG,Asia,Hong Kong,13/11/2021,12380,2,1.857,213,0,0,1639.127,0.265,0.246,28.201,0,0,
HKG,Asia,Hong Kong,14/11/2021,12381,1,1.857,213,0,0,1639.26,0.132,0.246,28.201,0,0,
HKG,Asia,Hong Kong,15/11/2021,12387,6,2.714,213,0,0,1640.054,0.794,0.359,28.201,0,0,
HKG,Asia,Hong Kong,16/11/2021,12388,1,2.714,213,0,0,1640.186,0.132,0.359,28.201,0,0,
HKG,Asia,Hong Kong,17/11/2021,12391,3,2.429,213,0,0,1640.584,0.397,0.322,28.201,0,0,
HKG,Asia,Hong Kong,18/11/2021,12395,4,2.571,213,0,0,1641.113,0.53,0.34,28.201,0,0,
HKG,Asia,Hong Kong,19/11/2021,12396,1,2.571,213,0,0,1641.246,0.132,0.34,28.201,0,0,
HKG,Asia,Hong Kong,20/11/2021,12399,3,2.714,213,0,0,1641.643,0.397,0.359,28.201,0,0,
HKG,Asia,Hong Kong,21/11/2021,12401,2,2.857,213,0,0,1641.908,0.265,0.378,28.201,0,0,
HKG,Asia,Hong Kong,22/11/2021,12404,3,2.429,213,0,0,1642.305,0.397,0.322,28.201,0,0,
HKG,Asia,Hong Kong,23/11/2021,12410,6,3.143,213,0,0,1643.099,0.794,0.416,28.201,0,0,
HKG,Asia,Hong Kong,24/11/2021,12411,1,2.857,213,0,0,1643.232,0.132,0.378,28.201,0,0,
HKG,Asia,Hong Kong,25/11/2021,12417,6,3.143,213,0,0,1644.026,0.794,0.416,28.201,0,0,
HKG,Asia,Hong Kong,26/11/2021,12421,4,3.571,213,0,0,1644.556,0.53,0.473,28.201,0,0,
HKG,Asia,Hong Kong,27/11/2021,12424,3,3.571,213,0,0,1644.953,0.397,0.473,28.201,0,0,
HKG,Asia,Hong Kong,28/11/2021,12427,3,3.714,213,0,0,1645.35,0.397,0.492,28.201,0,0,
HKG,Asia,Hong Kong,29/11/2021,12430,3,3.714,213,0,0,1645.747,0.397,0.492,28.201,0,0,
HKG,Asia,Hong Kong,30/11/2021,12436,6,3.714,213,0,0,1646.542,0.794,0.492,28.201,0,0,
HKG,Asia,Hong Kong,1/12/2021,12439,3,4,213,0,0,1646.939,0.397,0.53,28.201,0,0,
HKG,Asia,Hong Kong,2/12/2021,12445,6,4,213,0,0,1647.733,0.794,0.53,28.201,0,0,
HKG,Asia,Hong Kong,3/12/2021,12448,3,3.857,213,0,0,1648.13,0.397,0.511,28.201,0,0,
HKG,Asia,Hong Kong,4/12/2021,12452,4,4,213,0,0,1648.66,0.53,0.53,28.201,0,0,
HKG,Asia,Hong Kong,5/12/2021,12461,9,4.857,213,0,0,1649.852,1.192,0.643,28.201,0,0,
HKG,Asia,Hong Kong,6/12/2021,12466,5,5.143,213,0,0,1650.514,0.662,0.681,28.201,0,0,
HKG,Asia,Hong Kong,7/12/2021,12471,5,5,213,0,0,1651.176,0.662,0.662,28.201,0,0,
HKG,Asia,Hong Kong,8/12/2021,12471,0,4.571,213,0,0,1651.176,0,0.605,28.201,0,0,
HKG,Asia,Hong Kong,9/12/2021,12478,7,4.714,213,0,0,1652.103,0.927,0.624,28.201,0,0,
HKG,Asia,Hong Kong,10/12/2021,12482,4,4.857,213,0,0,1652.632,0.53,0.643,28.201,0,0,
HKG,Asia,Hong Kong,11/12/2021,12483,1,4.429,213,0,0,1652.765,0.132,0.586,28.201,0,0,
HKG,Asia,Hong Kong,12/12/2021,12488,5,3.857,213,0,0,1653.427,0.662,0.511,28.201,0,0,
HKG,Asia,Hong Kong,13/12/2021,12490,2,3.429,213,0,0,1653.691,0.265,0.454,28.201,0,0,
HKG,Asia,Hong Kong,14/12/2021,12495,5,3.429,213,0,0,1654.353,0.662,0.454,28.201,0,0,
HKG,Asia,Hong Kong,15/12/2021,12496,1,3.571,213,0,0,1654.486,0.132,0.473,28.201,0,0,
HKG,Asia,Hong Kong,16/12/2021,12506,10,4,213,0,0,1655.81,1.324,0.53,28.201,0,0,
HKG,Asia,Hong Kong,17/12/2021,12513,7,4.429,213,0,0,1656.737,0.927,0.586,28.201,0,0,
HKG,Asia,Hong Kong,18/12/2021,12518,5,5,213,0,0,1657.399,0.662,0.662,28.201,0,0,
HKG,Asia,Hong Kong,19/12/2021,12526,8,5.429,213,0,0,1658.458,1.059,0.719,28.201,0,0,
HKG,Asia,Hong Kong,20/12/2021,12533,7,6.143,213,0,0,1659.385,0.927,0.813,28.201,0,0,
HKG,Asia,Hong Kong,21/12/2021,12541,8,6.571,213,0,0,1660.444,1.059,0.87,28.201,0,0,
HKG,Asia,Hong Kong,22/12/2021,12548,7,7.429,213,0,0,1661.371,0.927,0.984,28.201,0,0,
HKG,Asia,Hong Kong,23/12/2021,12550,2,6.286,213,0,0,1661.635,0.265,0.832,28.201,0,0,
HKG,Asia,Hong Kong,24/12/2021,12555,5,6,213,0,0,1662.297,0.662,0.794,28.201,0,0,
HKG,Asia,Hong Kong,25/12/2021,12580,25,8.857,213,0,0,1665.607,3.31,1.173,28.201,0,0,
HKG,Asia,Hong Kong,26/12/2021,12589,9,9,213,0,0,1666.799,1.192,1.192,28.201,0,0,
HKG,Asia,Hong Kong,27/12/2021,12598,9,9.286,213,0,0,1667.991,1.192,1.229,28.201,0,0,
HKG,Asia,Hong Kong,28/12/2021,12604,6,9,213,0,0,1668.785,0.794,1.192,28.201,0,0,
HKG,Asia,Hong Kong,29/12/2021,12618,14,10,213,0,0,1670.639,1.854,1.324,28.201,0,0,
HKG,Asia,Hong Kong,30/12/2021,12630,12,11.429,213,0,0,1672.228,1.589,1.513,28.201,0,0,
HKG,Asia,Hong Kong,31/12/2021,12649,19,13.429,213,0,0,1674.743,2.516,1.778,28.201,0,0,
HKG,Asia,Hong Kong,1/1/2022,12667,18,12.429,213,0,0,1677.126,2.383,1.646,28.201,0,0,
HKG,Asia,Hong Kong,2/1/2022,12693,26,14.857,213,0,0,1680.569,3.442,1.967,28.201,0,0,
HKG,Asia,Hong Kong,3/1/2022,12722,29,17.714,213,0,0,1684.408,3.84,2.345,28.201,0,0,
HKG,Asia,Hong Kong,4/1/2022,12761,39,22.429,213,0,0,1689.572,5.164,2.97,28.201,0,0,
HKG,Asia,Hong Kong,5/1/2022,12799,38,25.857,213,0,0,1694.603,5.031,3.424,28.201,0,0,
HKG,Asia,Hong Kong,6/1/2022,12832,33,28.857,213,0,0,1698.973,4.369,3.821,28.201,0,0,
HKG,Asia,Hong Kong,7/1/2022,12865,33,30.857,213,0,0,1703.342,4.369,4.086,28.201,0,0,
HKG,Asia,Hong Kong,8/1/2022,12902,37,33.571,213,0,0,1708.241,4.899,4.445,28.201,0,0,
HKG,Asia,Hong Kong,9/1/2022,12935,33,34.571,213,0,0,1712.61,4.369,4.577,28.201,0,0,
HKG,Asia,Hong Kong,10/1/2022,12959,24,33.857,213,0,0,1715.788,3.178,4.483,28.201,0,0,
HKG,Asia,Hong Kong,11/1/2022,12980,21,31.286,213,0,0,1718.568,2.78,4.142,28.201,0,0,
HKG,Asia,Hong Kong,12/1/2022,13002,22,29,213,0,0,1721.481,2.913,3.84,28.201,0,0,
HKG,Asia,Hong Kong,13/1/2022,13016,14,26.286,213,0,0,1723.334,1.854,3.48,28.201,0,0,
HKG,Asia,Hong Kong,14/1/2022,13025,9,22.857,213,0,0,1724.526,1.192,3.026,28.201,0,0,
HKG,Asia,Hong Kong,15/1/2022,13030,5,18.286,213,0,0,1725.188,0.662,2.421,28.201,0,0,
HKG,Asia,Hong Kong,16/1/2022,13041,11,15.143,213,0,0,1726.644,1.456,2.005,28.201,0,0,
HKG,Asia,Hong Kong,17/1/2022,13048,7,12.714,213,0,0,1727.571,0.927,1.683,28.201,0,0,
HKG,Asia,Hong Kong,18/1/2022,13066,18,12.286,213,0,0,1729.954,2.383,1.627,28.201,0,0,
HKG,Asia,Hong Kong,19/1/2022,13082,16,11.429,213,0,0,1732.073,2.118,1.513,28.201,0,0,
HKG,Asia,Hong Kong,20/1/2022,13096,14,11.429,213,0,0,1733.926,1.854,1.513,28.201,0,0,
HKG,Asia,Hong Kong,21/1/2022,13120,24,13.571,213,0,0,1737.104,3.178,1.797,28.201,0,0,
HKG,Asia,Hong Kong,22/1/2022,13146,26,16.571,213,0,0,1740.547,3.442,2.194,28.201,0,0,
HKG,Asia,Hong Kong,23/1/2022,13286,140,35,213,0,0,1759.083,18.536,4.634,28.201,0,0,
HKG,Asia,Hong Kong,24/1/2022,13395,109,49.571,213,0,0,1773.514,14.432,6.563,28.201,0,0,
HKG,Asia,Hong Kong,25/1/2022,13519,124,64.714,213,0,0,1789.932,16.418,8.568,28.201,0,0,
HKG,Asia,Hong Kong,26/1/2022,13626,107,77.714,213,0,0,1804.099,14.167,10.289,28.201,0,0,
HKG,Asia,Hong Kong,27/1/2022,13790,164,99.143,213,0,0,1825.813,21.714,13.127,28.201,0,0,
HKG,Asia,Hong Kong,28/1/2022,13905,115,112.143,213,0,0,1841.039,15.226,14.848,28.201,0,0,
HKG,Asia,Hong Kong,29/1/2022,14024,119,125.429,213,0,0,1856.795,15.756,16.607,28.201,0,0,
HKG,Asia,Hong Kong,30/1/2022,14105,81,117,213,0,0,1867.519,10.724,15.491,28.201,0,0,
HKG,Asia,Hong Kong,31/1/2022,14197,92,114.571,213,0,0,1879.7,12.181,15.169,28.201,0,0,
HKG,Asia,Hong Kong,1/2/2022,14326,129,115.286,213,0,0,1896.78,17.08,15.264,28.201,0,0,
HKG,Asia,Hong Kong,2/2/2022,14442,116,116.571,213,0,0,1912.139,15.359,15.434,28.201,0,0,
HKG,Asia,Hong Kong,3/2/2022,14584,142,113.429,213,0,0,1930.94,18.801,15.018,28.201,0,0,
HKG,Asia,Hong Kong,4/2/2022,14715,131,115.714,213,0,0,1948.284,17.345,15.321,28.201,0,0,
HKG,Asia,Hong Kong,5/2/2022,15066,351,148.857,213,0,0,1994.757,46.473,19.709,28.201,0,0,
HKG,Asia,Hong Kong,6/2/2022,15408,342,186.143,213,0,0,2040.038,45.281,24.646,28.201,0,0,
HKG,Asia,Hong Kong,7/2/2022,16022,614,260.714,213,0,0,2121.332,81.294,34.519,28.201,0,0,
HKG,Asia,Hong Kong,8/2/2022,16647,625,331.571,213,0,0,2204.083,82.751,43.9,28.201,0,0,
HKG,Asia,Hong Kong,9/2/2022,17808,1161,480.857,215,2,0.286,2357.801,153.718,63.666,28.466,0.265,0.038,
HKG,Asia,Hong Kong,10/2/2022,18794,986,601.429,216,1,0.429,2488.349,130.548,79.63,28.599,0.132,0.057,
HKG,Asia,Hong Kong,11/2/2022,20119,1325,772,216,0,0.429,2663.78,175.432,102.214,28.599,0,0.057,
HKG,Asia,Hong Kong,12/2/2022,21633,1514,938.143,219,3,0.857,2864.236,200.455,124.211,28.996,0.397,0.113,
HKG,Asia,Hong Kong,13/2/2022,22980,1347,1081.714,219,0,0.857,3042.58,178.344,143.22,28.996,0,0.113,
HKG,Asia,Hong Kong,14/2/2022,25051,2071,1289.857,221,2,1.143,3316.783,274.203,170.779,29.261,0.265,0.151,
HKG,Asia,Hong Kong,15/2/2022,26670,1619,1431.857,224,3,1.571,3531.141,214.358,189.58,29.658,0.397,0.208,
HKG,Asia,Hong Kong,16/2/2022,30955,4285,1878.143,227,3,1.714,4098.48,567.339,248.668,30.055,0.397,0.227,
HKG,Asia,Hong Kong,17/2/2022,37071,6116,2611,238,11,3.143,4908.246,809.766,345.7,31.511,1.456,0.416,
HKG,Asia,Hong Kong,18/2/2022,40700,3629,2940.143,259,21,6.143,5388.73,480.484,389.279,34.292,2.78,0.813,
HKG,Asia,Hong Kong,19/2/2022,46763,6063,3590,276,17,8.143,6191.479,802.749,475.32,36.543,2.251,1.078,
HKG,Asia,Hong Kong,20/2/2022,52830,6067,4264.286,288,12,9.857,6994.757,803.278,564.597,38.132,1.589,1.305,
HKG,Asia,Hong Kong,21/2/2022,60363,7533,5044.571,300,12,11.286,7992.135,997.378,667.907,39.72,1.589,1.494,
HKG,Asia,Hong Kong,22/2/2022,66574,6211,5700.571,336,36,16,8814.479,822.344,754.763,44.487,4.766,2.118,
HKG,Asia,Hong Kong,23/2/2022,75248,8674,6327.571,385,49,22.571,9962.928,1148.448,837.778,50.974,6.488,2.988,
HKG,Asia,Hong Kong,24/2/2022,84046,8798,6710.714,425,40,26.714,11127.794,1164.866,888.507,56.271,5.296,3.537,
HKG,Asia,Hong Kong,25/2/2022,94056,10010,7622.286,497,72,34,12453.13,1325.336,1009.2,65.803,9.533,4.502,
HKG,Asia,Hong Kong,26/2/2022,168590,74534,17403.857,577,80,43,22321.523,9868.393,2304.292,76.396,10.592,5.693,
HKG,Asia,Hong Kong,27/2/2022,219566,50976,23819.429,659,82,53,29070.808,6749.285,3153.722,87.252,10.857,7.017,
HKG,Asia,Hong Kong,28/2/2022,275744,56178,30768.714,744,85,63.429,36508.844,7438.036,4073.816,98.507,11.254,8.398,
HKG,Asia,Hong Kong,1/3/2022,331402,55658,37832.571,990,246,93.429,43878.032,7369.188,5009.079,131.077,32.571,12.37,
HKG,Asia,Hong Kong,2/3/2022,407743,76341,47499.286,1168,178,111.857,53985.674,10107.642,6288.964,154.645,23.567,14.81,
HKG,Asia,Hong Kong,3/3/2022,484734,76991,57241.143,1366,198,134.429,64179.377,10193.703,7578.798,180.86,26.215,17.799,
HKG,Asia,Hong Kong,4/3/2022,557416,72682,66194.286,1554,188,151,73802.563,9623.186,8764.205,205.752,24.891,19.993,
HKG,Asia,Hong Kong,5/3/2022,624999,67583,65201.286,1774,220,171,82750.636,8948.072,8632.73,234.88,29.128,22.641,
HKG,Asia,Hong Kong,6/3/2022,664800,39801,63604.857,2007,233,192.571,88020.337,5269.701,8421.361,265.729,30.849,25.497,
HKG,Asia,Hong Kong,7/3/2022,701195,36395,60778.714,2287,280,220.429,92839.08,4818.743,8047.176,302.802,37.072,29.185,
HKG,Asia,Hong Kong,8/3/2022,739946,38751,58363.429,2578,291,226.857,97969.76,5130.68,7727.39,341.33,38.529,30.036,
HKG,Asia,Hong Kong,9/3/2022,770407,30461,51809.143,2869,291,243,102002.833,4033.074,6859.594,379.859,38.529,32.173,
HKG,Asia,Hong Kong,10/3/2022,801809,31402,45296.429,3150,281,254.857,106160.497,4157.663,5997.303,417.064,37.205,33.743,
HKG,Asia,Hong Kong,11/3/2022,831190,29381,39110.571,3444,294,270,110050.577,3890.08,5178.288,455.99,38.926,35.748,
HKG,Asia,Hong Kong,12/3/2022,858837,27647,33405.429,3729,285,279.286,113711.074,3660.497,4422.92,493.724,37.734,36.978,
HKG,Asia,Hong Kong,13/3/2022,891267,32430,32352.429,3993,264,283.714,118004.846,4293.772,4283.501,528.678,34.954,37.564,
HKG,Asia,Hong Kong,14/3/2022,918175,26908,30997.143,4279,286,284.571,121567.498,3562.652,4104.06,566.545,37.867,37.678,
HKG,Asia,Hong Kong,15/3/2022,945940,27765,29427.714,4568,289,284.286,125243.618,3676.12,3896.266,604.809,38.264,37.64,
HKG,Asia,Hong Kong,16/3/2022,975212,29272,29257.857,4847,279,282.571,129119.267,3875.649,3873.776,641.749,36.94,37.413,
HKG,Asia,Hong Kong,17/3/2022,996862,21650,27864.714,5136,289,283.714,131985.754,2866.487,3689.322,680.013,38.264,37.564,
HKG,Asia,Hong Kong,18/3/2022,1016944,20082,26536.286,5401,265,279.571,134644.635,2658.881,3513.437,715.099,35.086,37.016,
HKG,Asia,Hong Kong,19/3/2022,1033541,16597,24957.714,5650,249,274.429,136842.098,2197.463,3304.432,748.067,32.968,36.335,
HKG,Asia,Hong Kong,20/3/2022,1047690,14149,22346.143,5896,246,271.857,138715.443,1873.345,2958.657,780.638,32.571,35.994,
HKG,Asia,Hong Kong,21/3/2022,1061758,14068,20511.857,6119,223,262.857,140578.064,1862.62,2715.795,810.163,29.525,34.803,
HKG,Asia,Hong Kong,22/3/2022,1075910,14152,18567.143,6364,245,256.571,142451.806,1873.742,2458.313,842.601,32.438,33.97,
HKG,Asia,Hong Kong,23/3/2022,1088150,12240,16134,6569,205,246,144072.397,1620.591,2136.161,869.744,27.142,32.571,
HKG,Asia,Hong Kong,24/3/2022,1101224,13074,14908.857,6770,201,233.429,145803.411,1731.014,1973.951,896.356,26.613,30.906,
HKG,Asia,Hong Kong,25/3/2022,1111629,10405,13526.429,6962,192,223,147181.045,1377.635,1790.916,921.777,25.421,29.525,
HKG,Asia,Hong Kong,26/3/2022,1120470,8841,12418.429,7101,139,207.286,148351.605,1170.559,1644.215,940.181,18.404,27.445,
HKG,Asia,Hong Kong,27/3/2022,1128507,8037,11545.286,7252,151,193.714,149415.713,1064.109,1528.61,960.174,19.993,25.648,
HKG,Asia,Hong Kong,28/3/2022,1136192,7685,10633.429,7420,168,185.857,150433.217,1017.503,1407.879,982.417,22.243,24.608,
HKG,Asia,Hong Kong,29/3/2022,1143788,7596,9696.857,7571,151,172.429,151438.937,1005.72,1283.876,1002.41,19.993,22.83,
HKG,Asia,Hong Kong,30/3/2022,1150769,6981,8945.571,7706,135,162.429,152363.23,924.293,1184.405,1020.284,17.874,21.506,
HKG,Asia,Hong Kong,31/3/2022,1157415,6646,8027.286,7825,119,150.714,153243.168,879.939,1062.822,1036.04,15.756,19.955,
HKG,Asia,Hong Kong,1/4/2022,1163238,5823,7372.714,7945,120,140.429,154014.14,770.972,976.156,1051.928,15.888,18.593,
HKG,Asia,Hong Kong,2/4/2022,1167713,4475,6749,8061,116,137.143,154606.636,592.495,893.576,1067.286,15.359,18.158,
,,,3/4/2022,1171422,3709,,,,,,,,,,,
,,,4/4/2022,1174560,3138,,,,,,,,,,,
,,,5/4/2022,1177814,3254,,,,,,,,,,,
,,,6/4/2022,1180591,2777,,,,,,,,,,,
,,,7/4/2022,1183235,2644,,,,,,,,,,,
,,,8/4/2022,1185727,2492,,,,,,,,,,,
,,,9/4/2022,1188262,2535,,,,,,,,,,,
,,,10/4/2022,1190183,1921,,,,,,,,,,,
,,,11/4/2022,1191590,1407,,,,,,,,,,,
,,,12/4/2022,1193023,1433,,,,,,,,,,,
